car name,price,engine_capacity,cylinder,horse_power,top_speed,seats,brand,country
Maserati MC20 2021 3.0T V6,TBD,3.0,6,630,325,2 Seater,maserati,ksa
Hongqi H9 2021 2.0T Luxury,Following,2.0,4,252,250,5 Seater,hongqi,ksa
Hongqi H9 2021 3.0T Comfort,Following,3.0,6,283,250,5 Seater,hongqi,ksa
Hongqi H9 2021 3.0T Executive Two Tone,Following,3.0,6,283,250,5 Seater,hongqi,ksa
Hongqi H9 2021 3.0T Comfort Two Tone,Following,3.0,6,283,250,5 Seater,hongqi,ksa
Ford Bronco 2-door 2021 2.7T WildTrack,"SAR 244,000",2.7,6,542,5 Seater,6.8,ford,ksa
Ford Bronco 2-door 2021 2.3T Big Bend,"SAR 180,000",2.3,4,420,4 Seater,7.2,ford,ksa
Hongqi H9 2021 3.0T Executive,Following,3.0,6,283,250,5 Seater,hongqi,ksa
Genesis GV80 2021 3.5T Platinium,Following,3.5,6,530,7 Seater,5.5,genesis,ksa
Geely Azkarra 2021 1.5TD GF (4WD) Mild Hybrid,"SAR 101,585",1.5,3,Single,Automatic,200,geely,ksa
Geely Azkarra 2021 1.5TD GL (4WD) Mild Hybrid,"SAR 95,835",1.5,3,Single,Automatic,200,geely,ksa
Geely Tugella 2021 2.0T GF (4WD),"SAR 123,550",2.0,4,238,5 Seater,6.9,geely,ksa
Geely Tugella 2021 2.0T GL (4WD),"SAR 113,200",2.0,4,238,5 Seater,6.9,geely,ksa
Chery Arrizo 3 2022 1.5L Luxury,"SAR 44,500",1.5,4,107,175,5 Seater,chery,ksa
Ford Bronco 2021 2.7T Big Lands,"SAR 262,000",2.7,6,542,5 Seater,6.9,ford,ksa
Chery Tiggo8 Pro 2021 1.6T GDI Flagship,TBD,1.6,4,185,200,7 Seater,chery,ksa
Ford Bronco 2021 2.7T WildTrack,"SAR 263,000",2.7,6,542,5 Seater,6.9,ford,ksa
MG GT 2022 1.5T Luxury,TBD,1.5,4,173,215,5 Seater,mg,ksa
Chevrolet Spark 2021 1.4L LS,TBD,1.4,4,98,170,5 Seater,chevrolet,ksa
MG GT 2022 1.5L Standard,TBD,1.5,4,118,185,5 Seater,mg,ksa
MG ZS 2021 1.5L STD,Following,1.5,4,112,170,5 Seater,mg,ksa
MG GT 2022 1.5T Comfort,TBD,1.5,4,173,215,5 Seater,mg,ksa
Renault Symbol 2021 1.6L PE,"SAR 50,370",1.6,4,102,180,5 Seater,renault,ksa
MG ZS 2021 1.3T ZST,Following,1.3,3,160,185,5 Seater,mg,ksa
Hyundai Accent 2021 1.4L Base,"SAR 52,000",1.4,4,100,183,5 Seater,hyundai,ksa
Mitsubishi L200 2021 2.4L Single Cab GL (2WD),"SAR 67,023",2.4,4,128,169,3 Seater,mitsubishi,ksa
Hyundai Accent 2021 1.6L Base,"SAR 53,350",1.6,4,123,193,5 Seater,hyundai,ksa
Chevrolet Spark 2021 1.4L LT,"SAR 47,375",1.4,4,98,170,5 Seater,chevrolet,ksa
Hyundai Accent 2021 1.4L Mid,"SAR 55,000",1.4,4,100,183,5 Seater,hyundai,ksa
Toyota Yaris Sedan 2021 1.5L Y Plus (CVT),"SAR 59,685",1.5,4,105,175,5 Seater,toyota,ksa
Toyota Yaris Sedan 2021 1.3L STD (M/T),"SAR 52,785",1.3,4,98,165,5 Seater,toyota,ksa
Renault Duster 2021 2.0L PE (4x4),"SAR 71,990",2.0,4,135,178,5 Seater,renault,ksa
MG RX5 2021 1.5T Luxury,"SAR 81,135",1.5,4,169,170,5 Seater,mg,ksa
Honda City 2021 1.5L DX,Following,1.5,4,119,190,5 Seater,honda,ksa
Kia Picanto 2021 1.2L Base,"SAR 42,620",1.2,4,84,161,5 Seater,kia,ksa
MG RX5 2021 1.5T Standard,"SAR 68,025",1.5,4,169,170,5 Seater,mg,ksa
Toyota Yaris Sedan 2021 1.5L Y (CVT),"SAR 57,040",1.5,4,105,175,5 Seater,toyota,ksa
MG ZS 2021 1.5L LUX,Following,1.5,4,112,170,5 Seater,mg,ksa
Hyundai Accent 2021 1.6L High,"SAR 60,500",1.6,4,123,193,5 Seater,hyundai,ksa
Honda City 2021 1.5L LX,Following,1.5,4,119,190,5 Seater,honda,ksa
Toyota Yaris 2021 1.5L S (CVT),TBD,1.5,4,105,180,5 Seater,toyota,ksa
Honda City 2021 1.5L LX Sport,Following,1.5,4,119,190,5 Seater,honda,ksa
BYD F3 2021 1.5L Luxury,"SAR 49,450",1.5,4,110,170,5 Seater,byd,ksa
Kia Picanto 2021 1.2L Top,"SAR 59,252",1.2,4,84,161,5 Seater,kia,ksa
MG RX5 2021 1.5T COM,"SAR 76,650",1.5,4,169,170,5 Seater,mg,ksa
Hyundai Creta 2021 1.4T,"SAR 75,000",1.4,4,138,190,5 Seater,hyundai,ksa
Hyundai Creta 2021 1.6L Basic,"SAR 66,990",1.6,4,121,169,5 Seater,hyundai,ksa
Peugeot Partner 2021 1.6L K9 (Long),"SAR 64,790",1.6,4,110,3 Seater,11.0,peugeot,ksa
BYD F3 2021 1.5L Comfort,"SAR 44,275",1.5,4,110,170,5 Seater,byd,ksa
Kia Rio Sedan 2021 1.4L MPI,"SAR 54,890",1.4,N/A,100,183,5 Seater,kia,ksa
Hyundai Elantra 2021 1.6L Smart,"SAR 66,165",1.6,4,127,209,5 Seater,hyundai,ksa
Toyota Rush 2021 1.5L STD (7-Seater),"SAR 71,990",1.5,4,103,175,7 Seater,toyota,ksa
Ford Figo 2021 1.5L Ambiente H/B,"SAR 64,900",1.5,4,110,175,5 Seater,ford,ksa
Hyundai Kona 2021 2.0L GLS Smart,"SAR 76,890",2.0,4,150,194,5 Seater,hyundai,ksa
Ford Figo 2021 1.5L Trend H/B,"SAR 69,190",1.5,4,110,175,5 Seater,ford,ksa
Hyundai Kona 2021 2.0L GLS Premium,"SAR 90,090",2.0,4,150,194,5 Seater,hyundai,ksa
Nissan Kicks 2021 1.6 SV,Electric Blue/ Super Black,1.6,4,118,180,5 Seater,nissan,ksa
Peugeot 301 2021 1.6L Allure,TBD,1.6,4,115,180,5 Seater,peugeot,ksa
Mitsubishi ASX 2021 2.0L GLX (2WD),"SAR 79,375",2.0,4,150,193,5 Seater,mitsubishi,ksa
Fiat 500 2021 1.4L Hatch POP,"SAR 71,185",1.4,4,100,182,4 Seater,fiat,ksa
Hyundai Kona 2021 2.0L GLS Comfort (Lime Pack),"SAR 84,590",2.0,4,150,194,5 Seater,hyundai,ksa
Hyundai Kona 2021 2.0L GLS Comfort (Red Pack),"SAR 84,590",2.0,4,150,194,5 Seater,hyundai,ksa
Suzuki Dzire 2021 1.2L GL,"SAR 44,735",1.2,4,82,170,5 Seater,suzuki,ksa
Suzuki Ertiga 2021 1.5L GL,"SAR 69,460",1.5,4,103,170,7 Seater,suzuki,ksa
Honda City 2021 1.5L EX,Following,1.5,4,119,190,5 Seater,honda,ksa
Hyundai Kona 2021 2.0L GLS Comfort,"SAR 84,590",2.0,4,150,194,5 Seater,hyundai,ksa
Hyundai Kona 2021 2.0L GLS Premium Sunroof,"SAR 95,700",2.0,4,150,194,5 Seater,hyundai,ksa
Suzuki Dzire 2021 1.2L GLX,"SAR 46,345",1.2,4,82,170,5 Seater,suzuki,ksa
Mitsubishi Eclipse Cross 2022 1.5T GLX,TBD,1.5,4,147,180,5 Seater,mitsubishi,ksa
Mazda CX 3 2021 2.0L GS (FWD),"SAR 73,149",2.0,4,148,190,5 Seater,mazda,ksa
Toyota Hilux 2021 2.4L GL M/T Diesel (4x2),"SAR 87,860",2.4,4,147,165,3 Seater,toyota,ksa
Suzuki Baleno 2021 1.4L GL,"SAR 50,255",1.4,4,91,170,5 Seater,suzuki,ksa
Hyundai Creta 2021 1.6L Mid,"SAR 79,750",1.6,4,121,169,5 Seater,hyundai,ksa
Peugeot 208 2021 1.2T GT,"SAR 75,000",1.2,3,130,208,5 Seater,peugeot,ksa
Changan CS35 2021 1.6L Standard (2WD),"SAR 44,900",1.6,4,123,180,5 Seater,changan,ksa
Hyundai Tucson 2021 1.6L GDI TLe Basic (FWD),"SAR 86,295",1.6,4,132,170,5 Seater,hyundai,ksa
Chevrolet Trax 2021 1.8L LT FWD,Mosaic Black Metallic,1.8,4,140,180,5 Seater,chevrolet,ksa
Hyundai Tucson 2021 1.6L GDI Basic Panorama (FWD),"SAR 88,990",1.6,4,132,170,5 Seater,hyundai,ksa
Skoda Fabia 2021 1.6L Ambition,"SAR 57,173",1.6,4,110,190,5 Seater,skoda,ksa
Toyota Hilux 2021 2.4L GL Double Cab DSL M/T (4x2),"SAR 95,795",2.4,4,147,165,6 Seater,toyota,ksa
Nissan X-Trail 2021 S 2WD (7-Seater),"SAR 93,899",2.5,4,169,170,7 Seater,nissan,ksa
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Mid,"SAR 98,350",2.4,4,167,198,7 Seater,mitsubishi,ksa
Mitsubishi Eclipse Cross 2021 1.5T GLS (Base Option),"SAR 91,450",1.5,4,147,200,5 Seater,mitsubishi,ksa
Nissan Kicks 2021 1.6 SL,"SAR 79,000",1.6,4,118,180,5 Seater,nissan,ksa
Nissan X-Trail 2021 S 2WD (5-Seater),"SAR 92,499",2.5,4,169,170,5 Seater,nissan,ksa
Bestune B50 2021 1.6L Elegant,"SAR 56,293",1.6,4,107,162,5 Seater,bestune,ksa
Hyundai Elantra 2021 2.0L GL,"SAR 72,000",2.0,N/A,150,205,5 Seater,hyundai,ksa
Hyundai Elantra 2021 2.0L GLS,"SAR 76,000",2.0,4,150,205,5 Seater,hyundai,ksa
Mitsubishi Eclipse Cross 2021 1.5T GLS Highline,"SAR 112,150",1.5,4,147,200,5 Seater,mitsubishi,ksa
Honda Civic 2021 1.6L LX Sport,Platinum White Pearl,1.6,4,123,200,5 Seater,honda,ksa
Mitsubishi Eclipse Cross 2021 1.5T GLS Topline,"SAR 115,600",1.5,4,147,200,5 Seater,mitsubishi,ksa
Suzuki Baleno 2021 1.4L GLX,"SAR 55,085",1.4,4,91,170,5 Seater,suzuki,ksa
Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option),"SAR 109,850",1.5,4,147,200,5 Seater,mitsubishi,ksa
Suzuki Ertiga 2021 1.5L GLX,"SAR 75,095",1.5,4,103,170,7 Seater,suzuki,ksa
Hyundai H1 2021 3-Seater Panel Van M/T,"SAR 88,990",2.4,N/A,175,182,3 Seater,hyundai,ksa
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Standard,"SAR 92,600",2.4,4,167,198,7 Seater,mitsubishi,ksa
Nissan X-Trail 2021 S AWD (5-Seater),"SAR 96,999",2.5,4,169,170,5 Seater,nissan,ksa
Fiat 500X 2021 1.4T City Cross,"SAR 66,500",1.4,4,140,190,5 Seater,fiat,ksa
Mitsubishi L200 2021 2.4L Double Cab GL (2WD),"SAR 76,223",2.4,4,128,169,6 Seater,mitsubishi,ksa
Foton Tunland 2021 2.4L Single Cabin (4X2),"SAR 46,200",2.4,4,136,160,2 Seater,Foton,ksa
Nissan X-Trail 2021 S AWD (7-Seater),"SAR 98,399",2.5,4,169,170,7 Seater,nissan,ksa
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),"SAR 84,150",2.4,4,128,167,5 Seater,mitsubishi,ksa
Kia Rio Sedan 2021 1.6L MPI,"SAR 62,590",1.6,N/A,123,183,5 Seater,kia,ksa
Nissan Sentra 2021 1.6L S,Gun Metallic/ Super Black,1.6,4,113,180,5 Seater,nissan,ksa
Hyundai Tucson 2021 2.0L Standard (FWD),"SAR 87,175",2.0,4,153,170,5 Seater,hyundai,ksa
Ford EcoSport 2021 1.5 Ambiente,"SAR 90,750",1.5,N/A,120,170,5 Seater,ford,ksa
Toyota Hilux 2021 2.7L GLX M/T (4x2) Short,"SAR 89,010",2.7,4,164,165,3 Seater,toyota,ksa
Hyundai Creta 2021 1.6L Top,"SAR 87,450",1.6,4,121,169,5 Seater,hyundai,ksa
Mazda 6 2021 2.5L Core,"SAR 98,900",2.5,4,185,220,5 Seater,mazda,ksa
Foton Tunland 2021 2.4L Double Cabin (4X2),"SAR 51,700",2.4,4,136,160,5 Seater,Foton,ksa
Mitsubishi L200 2021 2.5L Single Cab GL (2WD),"SAR 61,850",2.5,4,136,167,5 Seater,mitsubishi,ksa
Mazda 6 2021 2.5T Signature,"SAR 133,400",2.5,4,231,239,5 Seater,mazda,ksa
Mitsubishi L200 2021 2.4L Double Cab GLX Diesel (4WD),"SAR 85,655",2.4,4,136,167,5 Seater,mitsubishi,ksa
Hyundai Veloster 2021 1.6L T-GDI,Chalk White,1.6,4,204,190,4 Seater,hyundai,ksa
Mazda 6 2021 2.5L S,"SAR 86,350",2.5,4,185,220,5 Seater,mazda,ksa
Toyota Camry 2021 2.5L LE STD (204 HP),"SAR 97,635",2.5,4,204,195,5 Seater,toyota,ksa
Jeep Renegade 2021 2.4L Sport (4x2),TBD,2.4,4,180,175,5 Seater,jeep,ksa
Mazda 6 2021 2.5T 100th Special Version,"SAR 138,000",2.5,4,231,239,5 Seater,mazda,ksa
Fiat 500 2021 Convertible 1.4L Pop,"SAR 82,685",1.4,N/A,100,182,4 Seater,fiat,ksa
Mitsubishi L200 2021 2.5L Double Cab GL (2WD),"SAR 81,400",2.5,4,136,167,5 Seater,mitsubishi,ksa
Mitsubishi L200 2021 2.5L Double Cab GLS (4WD),"SAR 89,450",2.5,4,136,167,5 Seater,mitsubishi,ksa
Mazda 6 2021 2.5T Ignite,"SAR 126,500",2.5,4,231,239,5 Seater,mazda,ksa
Mitsubishi Eclipse Cross 2021 1.5T GLS (Full Option),"SAR 95,700",1.5,4,147,200,5 Seater,mitsubishi,ksa
Toyota Rav4 2021 2.0L XLE AWD,"SAR 118,450",2.0,4,170,200,5 Seater,toyota,ksa
Hyundai H1 2021 9-Seater Wagon A/T Mid,"SAR 125,000",2.4,N/A,175,182,9 Seater,hyundai,ksa
Hyundai Kona 2021 1.6L T-GDI GLS Premium (AWD),"SAR 85,000",1.6,4,175,205,5 Seater,hyundai,ksa
Nissan Sentra 2021 1.8L S,Gun Metallic/ Super Black,1.8,4,130,185,5 Seater,nissan,ksa
Maxus G10 Cargo 2021 2.4L Cargo Van,TBD,2.4,4,140,160,2 Seater,maxus,ksa
Chevrolet Trax 2021 1.8L Premier AWD,"SAR 96,250",1.8,4,140,180,5 Seater,chevrolet,ksa
Toyota Camry 2021 2.5L LE (204 HP),"SAR 101,890",2.5,4,205,195,5 Seater,toyota,ksa
Renault Megane 2021 2.0L PE,"SAR 70,035",2.0,4,140,209,5 Seater,renault,ksa
Toyota Hilux 2021 2.4L GL 2 Double Cab DSL M/T (4x4),"SAR 116,035",2.4,4,147,175,6 Seater,toyota,ksa
Chevrolet Equinox 2021 1.5T LS (FWD),"SAR 93,500",1.5,4,170,190,5 Seater,chevrolet,ksa
Hyundai H1 2021 9-Seater Wagon A/T Base,"SAR 98,450",2.4,N/A,175,182,9 Seater,hyundai,ksa
Renault Megane 2021 1.6L PE,"SAR 67,700",1.6,4,115,180,5 Seater,renault,ksa
Nissan X-Trail 2021 SV X-Treamer AWD (7-Seater),"SAR 119,900",2.5,4,169,170,7 Seater,nissan,ksa
Toyota Rav4 2021 2.0L LE AWD,"SAR 102,925",2.0,4,170,200,5 Seater,toyota,ksa
Mitsubishi Montero Sport 2021 3.0L GLX (2WD) mid,"SAR 114,450",3.0,6,215,182,5 Seater,mitsubishi,ksa
Peugeot 3008 2021 1.6T Active,"SAR 90,000",1.6,4,165,205,5 Seater,peugeot,ksa
GMC Terrain 2021 1.5T SLE (FWD),"SAR 108,500",1.5,4,170,200,5 Seater,gmc,ksa
Toyota Innova 2021 2.8T STD Diesel,"SAR 110,400",2.8,4,174,170,8 Seater,toyota,ksa
Honda Accord 2021 1.5T LX,Following,1.5,4,198,195,5 Seater,honda,ksa
Suzuki Vitara 2021 1.6L GLX 2WD,"SAR 85,215",1.6,4,115,180,5 Seater,suzuki,ksa
Toyota Innova 2021 2.7L STD,"SAR 103,500",2.7,4,164,170,8 Seater,toyota,ksa
Changan CS35 2021 1.6L Full Option (2WD),"SAR 50,900",1.6,4,123,180,5 Seater,changan,ksa
Honda CR-V 2021 DX (2WD),"SAR 105,685",2.4,N/A,184,200,5 Seater,honda,ksa
Hyundai Kona 2021 1.6L T-GDI GLS Premium Sunroof (AWD),"SAR 86,000",1.6,4,175,205,5 Seater,hyundai,ksa
Peugeot 308 2021 1.6L GT Line,TBD,1.6,4,163,188,5 Seater,peugeot,ksa
Mazda CX-5 2021 2.5L GT (AWD),"SAR 120,120",2.5,4,188,210,5 Seater,mazda,ksa
Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,"SAR 104,100",3.0,6,227,205,7 Seater,mitsubishi,ksa
Kia Cerato Hatchback 2021 1.6L Base,"SAR 77,424",1.6,4,130,190,5 Seater,kia,ksa
Nissan Juke 2021 1.0T,TBD,1.0,3,180,5 Seater,11.1,nissan,ksa
Subaru XV 2021 2.0L Standard,"SAR 93,000",2.0,4,150,194,5 Seater,subaru,ksa
Toyota Camry 2021 2.5L SE (204 HP),Blue Streak Metallic W/Midnight Black Metallic Roof,2.5,4,205,195,5 Seater,toyota,ksa
Haval H2 2021 1.5T Intelligent,DISCONTINUED,1.5,4,148,170,5 Seater,haval,ksa
Toyota Camry 2021 2.5L GLE (204 HP),"SAR 111,665",2.5,4,205,195,5 Seater,toyota,ksa
Mitsubishi Pajero 2021 3.5L GLS 5 Door,"SAR 132,850",3.5,6,189,180,7 Seater,mitsubishi,ksa
Peugeot 5008 2021 1.6T Active,"SAR 97,500",1.6,4,180,219,7 Seater,peugeot,ksa
Maxus G10 7-Seater 2021 7 Seat MPV (Luxury),TBD,2.0,4,221,190,7 Seater,maxus,ksa
Toyota Hilux 2021 2.7L GLX Double Cab M/T (4x2),"SAR 108,790",2.7,4,164,165,6 Seater,toyota,ksa
Maxus G10 7-Seater 2021 7 Seat MPV (Elite),TBD,2.0,4,221,190,7 Seater,maxus,ksa
Toyota Hilux 2021 2.7L GLX 2 Double Cab M/T (4x2),"SAR 112,355",2.7,4,164,165,5 Seater,toyota,ksa
Chevrolet Malibu 2021 1.5L Turbo Premier,"SAR 117,080",1.5,4,165,220,5 Seater,chevrolet,ksa
Nissan Navara 2021 2.5L ASF 4x2 M/T,"SAR 98,082",2.5,4,158,160,6 Seater,nissan,ksa
Toyota Camry 2021 2.5L LE HEV (215 HP),"SAR 101,890",2.5,4,Double,CVT,200,toyota,ksa
Toyota Fortuner 2021 2.7L GX2 (4X2),"SAR 117,875",2.7,4,160,180,7 Seater,toyota,ksa
Toyota Camry 2021 2.5L Lumiere Hybrid (212 HP),"SAR 150,650",2.5,4,212,200,5 Seater,toyota,ksa
Toyota Hilux 2021 2.7L GL 2 Double Cab M/T (4x4),"SAR 113,965",2.7,4,164,165,6 Seater,toyota,ksa
Nissan X-Trail 2021 SL AWD (7-Seater) W/Safety Shield,"SAR 126,999",2.5,4,169,170,7 Seater,nissan,ksa
Toyota Camry 2021 2.5L GLE HEV,"SAR 113,505",2.5,4,176,200,5 Seater,toyota,ksa
Nissan Navara 2021 2.5L CPR 4x2 A/T W/BS,"SAR 104,287",2.5,4,158,160,5 Seater,nissan,ksa
Chevrolet Malibu 2021 1.5L Turbo LT,"SAR 90,430",1.5,4,165,220,5 Seater,chevrolet,ksa
Maxus G10 9-Seater 2021 9 Seat MPV (Standard),TBD,2.4,4,140,160,9 Seater,maxus,ksa
Nissan Navara 2021 2.5L CSF 4WD DIESEl 6MT W/BS,"SAR 100,305",2.5,4,168,155,5 Seater,nissan,ksa
Chevrolet Malibu 2021 1.5L Turbo LS,Black Cherry Metallic,1.5,4,165,220,5 Seater,chevrolet,ksa
Honda Accord 2021 1.5T LX Sport,Following,1.5,4,198,195,5 Seater,honda,ksa
Honda Odyssey J 2021 2.4 EX,"SAR 132,135",2.4,4,172,170,8 Seater,honda,ksa
Haval H6 2021 Supreme,"SAR 73,990",2.0,4,197,170,5 Seater,haval,ksa
Haval H6 2021 Intelligent,"SAR 67,990",2.0,4,197,170,5 Seater,haval,ksa
Haval H2 2021 1.5T Luxury,DISCONTINUED,1.5,4,148,170,5 Seater,haval,ksa
Kia Optima 2021 2.0L T-GDI GT,"SAR 120,450",2.0,4,240,205,5 Seater,kia,ksa
Haval H6 2021 Fashionable,"SAR 62,900",2.0,4,197,170,5 Seater,haval,ksa
Hyundai Tucson 2021 2.4L GDI Full Option (AWD),"SAR 120,000",2.4,4,181,180,5 Seater,hyundai,ksa
Peugeot 3008 2021 1.6T Allure,"SAR 105,000",1.6,4,165,205,5 Seater,peugeot,ksa
Kia Cerato Hatchback 2021 1.6L Top,"SAR 90,734",1.6,4,130,190,5 Seater,kia,ksa
Kia Optima 2021 2.4L GDI,"SAR 75,570",2.4,4,185,205,5 Seater,kia,ksa
Toyota Camry 2021 3.5L SE (298 HP),Blue Streak Metallic W/Midnight Black Metallic Roof,3.5,6,298,235,5 Seater,toyota,ksa
Nissan Altima 2021 2.0 Turbo SV,"SAR 107,500",2.0,4,248,220,5 Seater,nissan,ksa
Toyota Fortuner 2021 2.4L GX2 Diesel (4X4),"SAR 137,770",2.4,4,147,175,7 Seater,toyota,ksa
Nissan Altima 2021 2.5 S,"SAR 98,163",2.5,4,188,220,5 Seater,nissan,ksa
Ford EcoSport 2021 1.5 Trend,"SAR 127,050",1.5,N/A,120,170,5 Seater,ford,ksa
Mitsubishi Pajero 2021 3.8L GLS 3 Door High,"SAR 127,100",3.8,6,241,180,5 Seater,mitsubishi,ksa
Chevrolet Malibu 2021 2.0L Turbo LT,"SAR 98,910",2.0,N/A,250,250,5 Seater,chevrolet,ksa
Nissan Altima 2021 2.5 Sport,"SAR 105,200",2.5,4,188,220,5 Seater,nissan,ksa
Skoda Octavia A8 2021 Ambition 1.6,"SAR 85,470",1.6,4,110,190,5 Seater,skoda,ksa
Chevrolet Impala 2021 3.6L LS,DISCONTINUED,3.6,6,305,220,5 Seater,chevrolet,ksa
Nissan Altima 2021 2.0 Turbo SL,"SAR 135,713",2.0,4,248,220,5 Seater,nissan,ksa
Peugeot Boxer 2021 2.2L Diesel (L4H3),"SAR 114,900",2.2,4,130,150,2 Seater,peugeot,ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top Standard (M/T),"SAR 130,985",4.0,6,228,180,7 Seater,toyota,ksa
Toyota Fortuner 2021 2.7L GX2 (4X4),"SAR 127,995",2.7,4,160,180,7 Seater,toyota,ksa
Skoda Octavia A8 2021 Active 1.6,"SAR 70,455",1.6,4,110,190,5 Seater,skoda,ksa
Isuzu D-MAX 2021 3.0L Crew Cab 4WD GT,"SAR 85,000",3.0,4,190,170,5 Seater,isuzu,ksa
Toyota Hilux 2021 2.7L S GLX Double Cab M/T (4x4),"SAR 130,295",2.7,4,164,165,5 Seater,toyota,ksa
Renault Twizy 2021 Cargo,TBD,0.0,"N/A, Electric",Single,Automatic,80,renault,ksa
Subaru Impreza 2021 2.0i Standard,Ocean Blue Pearl,2.0,4,153,208,5 Seater,subaru,ksa
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab Standard (M/T),"SAR 131,560",4.0,6,228,180,3 Seater,toyota,ksa
Suzuki Grand Vitara 2021 2.4L DLX (5 Door),TBD,2.4,4,167,175,5 Seater,suzuki,ksa
Ford Taurus 2021 2.0L EcoBoost Ambient,"SAR 127,050",2.0,4,240,200,5 Seater,ford,ksa
Renault Twizy 2021 Urban,TBD,0.0,"N/A, Electric",Single,Automatic,80,renault,ksa
Subaru Impreza 2021 2.0i-S (with Sunroof),Ocean Blue Pearl,2.0,4,150,208,5 Seater,subaru,ksa
Toyota Hilux 2021 2.4L S GLX Double Cab DSL M/T (4x4),"SAR 142,025",2.4,4,147,175,5 Seater,toyota,ksa
Peugeot 5008 2021 1.6T Allure,"SAR 114,500",1.6,4,165,206,7 Seater,peugeot,ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX (M/T),"SAR 135,125",4.0,6,228,180,5 Seater,toyota,ksa
Subaru Legacy 2021 3.6L R-S,TBD,3.6,6,257,240,5 Seater,subaru,ksa
Ford Taurus 2021 2.0L EcoBoost Trend,"SAR 135,174",2.0,4,240,200,5 Seater,ford,ksa
Toyota Hilux 2021 2.7L S GLX Double Cab (4x4),"SAR 135,700",2.7,4,164,170,5 Seater,toyota,ksa
Jeep Compass 2021 2.4L Longitude (4x4),"SAR 97,839",2.4,4,180,180,5 Seater,jeep,ksa
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top DLX 5-door (M/T),"SAR 138,690",4.0,6,228,180,6 Seater,toyota,ksa
Toyota Hilux 2021 2.8L S GLX Double Cab DSL M/T (4x4),"SAR 146,280",2.8,4,174,180,5 Seater,toyota,ksa
Subaru XV 2021 2.0L-S EyeSight,"SAR 114,999",2.0,4,150,194,5 Seater,subaru,ksa
Honda CR-V 2021 EX Plus (AWD),Follow,2.4,N/A,184,200,5 Seater,honda,ksa
SsangYong Korando 2021 1.5T GDI Comfort (FWD),"SAR 70,000",1.5,4,163,5 Seater,10.0,ssang-yong,ksa
Nissan Urvan 2021 3-Seater Automatic (4-Door),TBD,2.5,4,147,170,3 Seater,nissan,ksa
Nissan Urvan 2021 3-Seater Automatic (5-Door),TBD,2.5,4,147,170,3 Seater,nissan,ksa
SsangYong Korando 2021 1.5T GDI Limited (AWD),"SAR 90,000",1.5,4,163,5 Seater,10.0,ssang-yong,ksa
Chevrolet Equinox 2021 1.5T LT (AWD),Cajun Red Tintcoat,1.5,4,170,190,5 Seater,chevrolet,ksa
Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T),TBD,2.5,4,136,160,15 Seater,maxus,ksa
Nissan Urvan 2021 6-Seater Automatic (5-Door),TBD,2.5,4,147,170,6 Seater,nissan,ksa
Toyota Hilux 2021 2.8L GLX Single Cab M/T (4x4),"SAR 113,390",2.8,4,174,180,5 Seater,toyota,ksa
Nissan Urvan 2021 3-Seater Manual (4-Door),"SAR 83,000",2.5,4,147,170,3 Seater,nissan,ksa
Honda Pilot 2021 3.5 LX (2WD),"SAR 149,385",3.5,N/A,280,175,8 Seater,honda,ksa
Honda Accord 2021 1.5T EX,Following,1.5,4,198,195,5 Seater,honda,ksa
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top,"SAR 127,100",3.0,6,215,182,7 Seater,mitsubishi,ksa
Toyota Land Cruiser Pick Up 2021 4.0L DLX (M/T),"SAR 140,990",4.0,6,228,180,3 Seater,toyota,ksa
Toyota Camry 2021 3.5L Grande (298 HP),"SAR 145,820",3.5,6,298,235,5 Seater,toyota,ksa
Volkswagen Golf 2021 1.2L S,TBD,2.0,N/A,105,192,5 Seater,volkswagen,ksa
Chevrolet Traverse 2021 3.6L LS (FWD),Mosaic Black Metallic,3.6,6,310,208,8 Seater,chevrolet,ksa
Honda Accord 2021 1.5T EXL,Following,1.5,4,198,195,5 Seater,honda,ksa
Nissan Urvan 2021 6-Seater Manual (5-Door),"SAR 90,000",2.5,4,147,170,6 Seater,nissan,ksa
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium,"SAR 138,600",3.0,6,215,182,7 Seater,mitsubishi,ksa
Toyota Camry 2021 2.5L Grande Hybrid (212 HP),"SAR 145,705",2.5,4,212,200,5 Seater,toyota,ksa
Nissan Urvan 2021 3-Seater Manual (5-Door),TBD,2.5,4,147,170,3 Seater,nissan,ksa
Toyota Hilux 2021 2.4L S GLX Double Cab (4x4),"SAR 147,315",2.4,4,147,170,5 Seater,toyota,ksa
Suzuki Vitara 2021 1.6L GLX AWD,"SAR 90,965",1.6,4,115,180,5 Seater,suzuki,ksa
Kia Cadenza 2021 3.3L GDi Top,"SAR 137,610",3.3,6,284,235,5 Seater,kia,ksa
